StudentID,Name,Gender,Age,DOB,Grade,Section,City,ParentalEducationLevel,InternetQuality,DeviceUsedForStudy,LearningStyle,BehaviourRating,ClubMember,MathScore,PhysicsScore,ChemistryScore,BiologyScore,EnglishScore,ComputerScore,AverageMarks,GPA,Passed,AttendancePercent,TotalFees,FeesPaid,RemainingFees,StudyHoursPerWeek,TestPreparation,HealthFactor,TransportRequired,OnlineClassParticipation,AssignmentsSubmitted,ProjectsCompleted
S2471,Aditya Bhatia,Other,14,2011-10-04,12,A,Kolkata,Graduate,Average,None,Auditory,Excellent,Sports,49,91,82,88,81,41,72.0,7.2,Yes,72.0,100000,55654,44346,15,No,Good,Yes,5.3,36,7
S2472,Rohit Agarwal,Other,16,2009-08-22,11,E,Pune,Secondary,Average,Phone,Kinesthetic,Poor,Dance,70,41,75,53,75,95,68.17,6.82,Yes,70.0,50000,37116,12884,29,No,Good,Yes,2.0,46,8
S2473,Aisha Reddy,Male,19,2006-03-10,12,E,Hyderabad,Graduate,Poor,Tablet,Visual,Excellent,NSS,29,39,26,78,95,95,60.33,6.03,No,50.3,50000,6799,43201,26,No,Average,No,9.9,33,3
S2474,Siddharth Singh,Other,19,2006-08-04,11,B,Delhi,None,Good,Phone,Reading/Writing,Excellent,NSS,81,23,74,82,79,78,69.5,6.95,No,94.1,40000,32946,7054,12,Yes,Average,Yes,3.6,16,7
S2475,Tanvi Shah,Male,19,2006-10-26,9,D,Nagpur,Primary,Good,Tablet,Auditory,Poor,Coding,98,35,82,68,90,53,71.0,7.1,Yes,77.6,30000,25496,4504,3,Yes,Good,Yes,1.3,30,2
S2476,Neha Dutta,Male,15,2010-10-28,10,A,Bengaluru,Primary,Average,Tablet,Reading/Writing,Poor,Dance,80,75,57,29,70,97,68.0,6.8,No,75.9,40000,38347,1653,1,Yes,Poor,No,9.6,45,2
S2477,Ishaan Khanna,Male,16,2009-10-10,10,A,Delhi,Postgraduate,Poor,Laptop,Kinesthetic,Excellent,Robotics,70,29,33,71,87,65,59.17,5.92,No,94.9,50000,20000,30000,25,Yes,Good,No,5.6,37,0
S2478,Arjun Shah,Female,15,2010-04-12,9,B,Hyderabad,Postgraduate,Average,Tablet,Reading/Writing,Poor,Music,53,93,34,26,33,50,48.17,4.82,No,76.0,100000,95259,4741,21,Yes,Average,No,7.4,24,3
S2479,Ishaan Bhatia,Female,16,2009-11-01,10,C,Nagpur,Postgraduate,Good,Phone,Reading/Writing,Average,Dance,31,20,27,48,98,40,44.0,4.4,No,78.9,30000,6460,23540,14,No,Good,Yes,5.4,19,1
S2480,Riya Sharma,Female,19,2006-09-14,10,E,Delhi,Secondary,Average,Tablet,Kinesthetic,Poor,Music,69,38,23,68,37,83,53.0,5.3,No,64.6,80000,68006,11994,21,No,Average,Yes,3.7,19,4
S2481,Krisha Gupta,Female,19,2006-03-21,9,A,Pune,Secondary,Excellent,Phone,Auditory,Excellent,None,76,60,84,46,73,80,69.83,6.98,Yes,98.9,100000,95579,4421,28,Yes,Good,Yes,5.1,23,9
S2482,Sana Kumar,Male,17,2008-09-02,12,E,Nagpur,Primary,Excellent,None,Kinesthetic,Good,Drama,20,41,82,100,82,35,60.0,6.0,No,95.6,80000,8745,71255,4,No,Poor,Yes,5.4,28,7
S2483,Kavya Gupta,Female,19,2006-11-27,10,C,Pune,Primary,Good,Phone,Auditory,Average,Sports,26,39,67,86,49,40,51.17,5.12,No,58.2,50000,40946,9054,3,No,Good,Yes,5.1,36,7
S2484,Priya Joshi,Female,14,2010-12-15,10,D,Chennai,Primary,Good,None,Visual,Excellent,Robotics,28,84,20,65,58,64,53.17,5.32,No,62.6,50000,22006,27994,13,No,Good,No,3.6,44,9
S2485,Aditya Bose,Male,18,2007-09-20,10,D,Chennai,Primary,Poor,Phone,Kinesthetic,Excellent,Debate,65,43,36,84,84,60,62.0,6.2,Yes,66.9,30000,3113,26887,8,Yes,Good,No,1.0,38,9
S2486,Ritika Reddy,Male,17,2008-03-30,12,A,Chennai,Secondary,Poor,Laptop,Kinesthetic,Excellent,Robotics,77,97,39,61,96,92,77.0,7.7,Yes,86.8,60000,11449,48551,29,Yes,Poor,No,8.5,47,6
S2487,Siddharth Gupta,Other,18,2006-12-29,10,D,Nagpur,Secondary,Poor,Tablet,Visual,Excellent,None,41,51,36,91,85,74,63.0,6.3,Yes,66.0,40000,39219,781,4,No,Average,Yes,1.5,48,5
S2488,Aisha Bose,Other,15,2010-02-07,11,E,Kolkata,Graduate,Good,Laptop,Reading/Writing,Average,Debate,83,70,57,31,78,48,61.17,6.12,No,70.7,50000,36875,13125,10,No,Good,No,7.6,34,2
S2489,Ritika Verma,Female,17,2008-11-23,11,B,Mumbai,Postgraduate,Good,Laptop,Visual,Poor,Drama,70,21,66,76,97,32,60.33,6.03,No,69.6,40000,8233,31767,5,No,Good,No,2.1,13,9
S2490,Maya Chopra,Other,16,2009-11-04,11,A,Hyderabad,Postgraduate,Good,Phone,Reading/Writing,Poor,Coding,69,68,52,26,72,93,63.33,6.33,No,73.9,80000,47889,32111,28,Yes,Average,Yes,3.5,23,7
S2491,Riya Nair,Other,14,2010-12-03,11,D,Pune,Graduate,Excellent,Laptop,Kinesthetic,Average,Dance,56,51,95,22,94,30,58.0,5.8,No,86.1,60000,30754,29246,9,Yes,Average,No,8.1,50,6
S2492,Arjun Khandelwal,Other,16,2009-11-28,10,B,Bengaluru,Postgraduate,Good,Phone,Reading/Writing,Poor,Sports,75,88,82,53,53,100,75.17,7.52,Yes,79.3,40000,14444,25556,2,Yes,Good,Yes,8.4,15,6
S2493,Kavya Dutta,Other,16,2009-03-06,11,B,Chennai,Postgraduate,Average,Tablet,Auditory,Poor,NCC,75,98,58,91,100,66,81.33,8.13,Yes,71.0,50000,18799,31201,28,No,Poor,Yes,5.9,43,2
S2494,Maya Bhatia,Other,17,2008-07-14,9,A,Delhi,Secondary,Average,Phone,Kinesthetic,Good,None,22,80,84,76,33,41,56.0,5.6,No,66.8,30000,19791,10209,8,No,Average,Yes,1.8,45,3
S2495,Aditya Kapoor,Other,16,2009-10-14,12,B,Pune,Graduate,Good,None,Kinesthetic,Good,Drama,45,61,41,45,87,52,55.17,5.52,Yes,61.3,80000,78916,1084,21,No,Average,Yes,7.4,25,5
S2496,Siddharth Sharma,Other,17,2008-10-14,10,B,Hyderabad,Postgraduate,Poor,Tablet,Auditory,Average,NCC,94,50,97,69,56,78,74.0,7.4,Yes,93.3,60000,35192,24808,5,Yes,Average,Yes,2.9,37,8
S2497,Neha Dutta,Female,17,2008-11-11,11,C,Chennai,Primary,Good,Laptop,Auditory,Average,Debate,59,69,66,55,87,99,72.5,7.25,Yes,78.9,50000,48053,1947,21,No,Good,No,5.2,38,4
S2498,Aisha Dutta,Other,17,2007-12-30,9,C,Pune,Graduate,Excellent,Phone,Reading/Writing,Average,Sports,58,56,20,63,85,31,52.17,5.22,No,99.0,60000,34918,25082,22,Yes,Average,Yes,5.8,50,8
S2499,Siddharth Kapoor,Female,16,2009-11-09,10,C,Hyderabad,Postgraduate,Good,None,Visual,Good,NSS,66,33,57,75,75,68,62.33,6.23,Yes,50.6,40000,22228,17772,15,No,Poor,No,3.5,32,9
S2500,Aisha Dutta,Other,19,2006-06-13,11,E,Bengaluru,Postgraduate,Poor,None,Visual,Good,NCC,89,51,28,29,48,56,50.17,5.02,No,88.6,80000,44100,35900,15,Yes,Poor,No,2.4,19,9
S2501,Aarav Shah,Other,18,2007-10-15,12,E,Mumbai,Graduate,Excellent,Tablet,Reading/Writing,Poor,Sports,58,61,51,27,83,89,61.5,6.15,No,84.9,40000,27402,12598,8,No,Poor,Yes,8.9,49,4
S2502,Tanvi Khanna,Other,15,2010-01-31,10,A,Pune,Secondary,Average,Phone,Auditory,Poor,None,20,76,90,22,68,49,54.17,5.42,No,51.7,80000,78462,1538,4,Yes,Good,No,6.4,32,8
S2503,Aisha Nair,Other,15,2010-09-26,9,E,Mumbai,Graduate,Excellent,Phone,Auditory,Excellent,Drama,24,38,92,79,49,93,62.5,6.25,No,98.3,80000,7407,72593,30,Yes,Good,No,9.0,39,10
S2504,Riya Gupta,Male,16,2009-11-21,11,B,Bengaluru,Secondary,Good,None,Auditory,Poor,Drama,30,31,94,66,94,68,63.83,6.38,No,66.1,50000,19900,30100,14,No,Average,Yes,9.4,35,5
S2505,Aarav Kumar,Other,19,2006-05-06,11,B,Bengaluru,Postgraduate,Average,Laptop,Visual,Excellent,Debate,73,81,30,68,43,69,60.67,6.07,No,66.1,100000,26840,73160,13,Yes,Average,Yes,7.2,20,4
S2506,Sana Chopra,Other,19,2006-07-24,10,A,Hyderabad,Secondary,Poor,Phone,Auditory,Average,Coding,37,93,62,39,48,47,54.33,5.43,Yes,57.7,80000,7672,72328,2,Yes,Poor,No,8.4,32,8
S2507,Tanvi Shah,Other,15,2010-02-08,10,B,Chennai,None,Poor,Phone,Auditory,Excellent,Sports,89,21,57,43,88,60,59.67,5.97,No,81.9,100000,83975,16025,8,Yes,Average,No,1.8,39,3
S2508,Krisha Malhotra,Male,15,2009-12-24,10,E,Kolkata,None,Excellent,None,Visual,Excellent,Sports,53,37,61,51,25,30,42.83,4.28,No,78.4,40000,5382,34618,22,Yes,Good,No,4.5,24,1
S2509,Aditya Patel,Male,18,2007-04-09,11,D,Chennai,None,Excellent,Phone,Auditory,Good,Sports,84,46,57,34,100,98,69.83,6.98,Yes,63.9,30000,29783,217,1,No,Good,No,8.2,24,4
S2510,Siddharth Nair,Female,15,2010-01-31,9,D,Delhi,Graduate,Average,None,Kinesthetic,Good,Dance,55,20,67,81,55,38,52.67,5.27,No,74.2,100000,91082,8918,23,No,Average,No,4.7,27,8
S2511,Priya Reddy,Male,14,2011-10-10,9,A,Mumbai,None,Good,Laptop,Auditory,Average,Drama,58,46,36,61,78,39,53.0,5.3,Yes,80.5,60000,31131,28869,23,Yes,Good,Yes,3.0,32,1
S2512,Karan Gupta,Other,16,2009-05-21,10,C,Pune,Secondary,Poor,Laptop,Kinesthetic,Good,NSS,97,62,80,86,26,89,73.33,7.33,No,99.1,30000,2930,27070,28,No,Average,Yes,8.7,48,0
S2513,Tanvi Malhotra,Female,15,2010-08-01,10,B,Mumbai,None,Poor,None,Auditory,Excellent,Drama,65,79,59,43,96,79,70.17,7.02,Yes,58.3,40000,31245,8755,18,Yes,Poor,No,9.9,25,4
S2514,Riya Chopra,Other,15,2010-10-24,9,B,Hyderabad,None,Average,Phone,Kinesthetic,Average,Debate,61,61,27,20,37,83,48.17,4.82,No,78.0,40000,6401,33599,11,Yes,Average,Yes,7.0,39,8
S2515,Karan Agarwal,Male,18,2007-09-30,10,D,Pune,Graduate,Average,Laptop,Reading/Writing,Poor,Drama,75,70,54,87,75,41,67.0,6.7,Yes,61.9,100000,23980,76020,21,No,Average,No,9.6,25,1
S2516,Rohit Dutta,Female,16,2008-12-28,12,A,Delhi,Primary,Poor,None,Visual,Average,NSS,46,21,78,84,56,92,62.83,6.28,No,52.6,60000,16546,43454,9,No,Average,Yes,7.7,45,5
S2517,Ishaan Verma,Male,16,2009-11-28,10,C,Chennai,Primary,Poor,Laptop,Visual,Poor,Drama,32,74,71,22,69,67,55.83,5.58,No,66.8,60000,20697,39303,9,Yes,Poor,Yes,1.4,41,6
S2518,Aditya Nair,Female,19,2006-10-30,10,D,Chennai,Primary,Excellent,Laptop,Visual,Good,Sports,77,28,83,53,27,41,51.5,5.15,No,97.7,80000,2974,77026,11,Yes,Poor,No,1.7,45,3
S2519,Karan Malhotra,Male,19,2006-08-26,11,B,Kolkata,None,Good,Tablet,Kinesthetic,Excellent,Robotics,53,52,85,90,95,74,74.83,7.48,Yes,64.3,100000,76114,23886,3,No,Average,No,3.3,45,9
S2520,Priya Singh,Other,14,2011-01-07,9,A,Nagpur,None,Poor,None,Reading/Writing,Average,Drama,96,88,29,88,64,81,74.33,7.43,No,70.7,50000,1445,48555,15,Yes,Good,No,8.0,35,10
S2521,Tanvi Kapoor,Other,17,2008-03-18,11,B,Mumbai,Secondary,Good,Laptop,Auditory,Good,Music,76,77,27,44,69,34,54.5,5.45,No,58.9,40000,34662,5338,16,Yes,Average,Yes,9.6,16,2
S2522,Neha Bose,Female,14,2011-08-13,9,C,Nagpur,None,Excellent,None,Visual,Average,NSS,80,87,55,29,47,55,58.83,5.88,No,93.3,60000,3903,56097,21,Yes,Average,No,9.9,11,4
S2523,Vivaan Singh,Female,16,2009-11-12,9,B,Bengaluru,None,Poor,None,Kinesthetic,Excellent,Drama,86,38,52,86,44,54,60.0,6.0,Yes,82.7,50000,21900,28100,21,Yes,Average,No,6.0,36,3
S2524,Siddharth Bhatia,Other,14,2011-09-03,9,B,Hyderabad,Primary,Poor,Phone,Reading/Writing,Poor,Robotics,89,37,60,69,73,31,59.83,5.98,No,76.8,80000,75153,4847,29,Yes,Average,Yes,3.2,15,9
S2525,Neha Khanna,Male,19,2006-11-15,9,E,Hyderabad,None,Good,Phone,Reading/Writing,Excellent,NSS,53,25,89,89,40,81,62.83,6.28,No,50.8,80000,57471,22529,1,No,Good,No,4.3,12,6
S2526,Karan Dutta,Other,19,2006-10-06,12,A,Mumbai,Graduate,Good,None,Kinesthetic,Poor,Coding,36,32,78,78,60,85,61.5,6.15,No,65.8,100000,88792,11208,21,No,Poor,No,5.8,33,8
S2527,Priya Kapoor,Female,19,2006-02-19,9,D,Mumbai,Graduate,Poor,Laptop,Visual,Excellent,Music,87,42,93,61,68,81,72.0,7.2,Yes,66.4,80000,70300,9700,15,No,Good,Yes,8.7,40,1
S2528,Aisha Gupta,Female,16,2009-09-24,12,E,Mumbai,Postgraduate,Good,None,Reading/Writing,Average,None,91,40,99,49,25,64,61.33,6.13,No,93.9,80000,10836,69164,14,No,Average,Yes,2.0,19,0
S2529,Aarav Dutta,Female,18,2007-02-28,9,A,Chennai,Postgraduate,Good,Phone,Auditory,Excellent,NSS,46,74,86,66,29,69,61.67,6.17,No,51.7,30000,22942,7058,9,Yes,Good,No,5.6,33,4
S2530,Arjun Singh,Other,18,2007-06-02,10,C,Kolkata,Graduate,Excellent,Laptop,Visual,Average,Debate,79,100,36,22,93,47,62.83,6.28,No,82.6,60000,19740,40260,11,No,Poor,Yes,3.0,41,9
S2531,Rohit Shah,Female,15,2010-03-12,9,D,Delhi,Primary,Poor,None,Visual,Average,None,78,95,99,60,37,93,77.0,7.7,Yes,60.2,30000,2566,27434,10,Yes,Poor,No,1.5,20,1
S2532,Vihaan Chopra,Other,18,2007-07-23,9,D,Delhi,Graduate,Good,Tablet,Reading/Writing,Excellent,Robotics,74,88,80,51,56,42,65.17,6.52,Yes,76.1,30000,12164,17836,11,Yes,Good,Yes,2.8,31,0
S2533,Priya Kapoor,Other,18,2007-10-24,11,B,Chennai,Secondary,Poor,None,Reading/Writing,Poor,Coding,75,63,61,54,87,70,68.33,6.83,Yes,56.0,40000,16788,23212,3,No,Poor,Yes,7.0,40,3
S2534,Arjun Dutta,Male,18,2007-05-16,12,A,Chennai,Primary,Good,None,Kinesthetic,Poor,NSS,90,100,52,43,64,63,68.67,6.87,Yes,95.3,80000,40321,39679,9,No,Poor,Yes,8.5,19,4
S2535,Ishaan Patel,Female,16,2009-01-04,11,C,Delhi,Primary,Good,Tablet,Auditory,Average,Coding,71,55,78,33,95,58,65.0,6.5,Yes,80.9,60000,13021,46979,26,Yes,Good,No,1.9,11,2
S2536,Riya Bhatia,Female,15,2010-06-10,11,E,Mumbai,None,Excellent,Phone,Reading/Writing,Poor,Sports,88,80,76,92,59,96,81.83,8.18,Yes,95.5,30000,26400,3600,9,No,Good,No,5.2,49,9
S2537,Ritika Khandelwal,Other,14,2011-01-29,11,C,Chennai,Secondary,Poor,Phone,Kinesthetic,Good,None,76,33,78,96,51,81,69.17,6.92,Yes,61.9,60000,26086,33914,2,No,Good,No,1.9,21,5
S2538,Tanvi Sharma,Female,18,2007-07-13,12,E,Nagpur,None,Good,None,Reading/Writing,Average,Sports,57,89,54,63,53,58,62.33,6.23,Yes,75.6,30000,8783,21217,2,Yes,Poor,Yes,2.0,44,2
S2539,Krisha Gupta,Male,14,2011-01-06,12,C,Kolkata,Graduate,Poor,Phone,Visual,Excellent,Coding,54,65,32,73,90,41,59.17,5.92,No,61.2,60000,55984,4016,27,No,Poor,Yes,2.8,41,0
S2540,Vihaan Shah,Other,15,2010-01-24,12,E,Bengaluru,Secondary,Excellent,Phone,Kinesthetic,Excellent,Drama,43,51,65,61,30,45,49.17,4.92,No,56.9,30000,935,29065,29,Yes,Average,No,5.5,18,4
S2541,Siddharth Chopra,Other,14,2010-12-29,12,C,Nagpur,Primary,Good,None,Visual,Good,Dance,31,56,47,71,100,37,57.0,5.7,No,66.5,30000,5742,24258,1,Yes,Poor,No,8.8,23,5
S2542,Vihaan Gupta,Other,17,2008-10-20,12,C,Kolkata,Postgraduate,Poor,Phone,Reading/Writing,Good,Debate,78,97,24,28,26,80,55.5,5.55,No,51.5,30000,11897,18103,25,Yes,Poor,Yes,1.6,35,9
S2543,Maya Kapoor,Female,18,2007-03-01,11,B,Chennai,Postgraduate,Good,Phone,Kinesthetic,Average,Dance,49,49,99,42,92,44,62.5,6.25,Yes,72.9,30000,4088,25912,29,Yes,Poor,No,8.0,32,6
S2544,Aarav Gupta,Other,14,2010-12-03,11,C,Kolkata,Postgraduate,Good,None,Visual,Poor,Debate,73,41,84,23,65,47,55.5,5.55,No,78.7,80000,31622,48378,13,Yes,Average,Yes,1.6,22,3
S2545,Aditya Dutta,Male,18,2007-07-02,9,C,Nagpur,Secondary,Excellent,None,Visual,Poor,Dance,44,32,39,91,53,93,58.67,5.87,No,86.1,30000,7670,22330,4,No,Poor,No,4.1,36,2
S2546,Arjun Kapoor,Female,16,2009-04-30,11,E,Bengaluru,Graduate,Excellent,Laptop,Auditory,Excellent,NSS,57,89,50,81,93,94,77.33,7.73,Yes,67.9,30000,5550,24450,27,No,Good,No,1.4,32,4
S2547,Arjun Kapoor,Male,16,2009-06-29,9,E,Mumbai,Graduate,Poor,None,Kinesthetic,Average,Coding,60,58,94,51,99,33,65.83,6.58,Yes,93.8,100000,15341,84659,15,Yes,Poor,No,3.9,18,9
S2548,Rohit Kapoor,Other,14,2010-12-13,11,C,Kolkata,Postgraduate,Average,Tablet,Reading/Writing,Good,Dance,81,56,49,91,59,94,71.67,7.17,Yes,69.1,60000,29036,30964,5,No,Good,No,8.7,40,6
S2549,Neha Chopra,Other,17,2007-12-01,12,E,Chennai,Primary,Good,None,Kinesthetic,Excellent,NSS,62,29,55,28,41,69,47.33,4.73,No,90.2,30000,6310,23690,23,Yes,Poor,Yes,7.5,30,2
S2550,Riya Mehta,Female,17,2008-05-02,12,D,Bengaluru,None,Excellent,None,Kinesthetic,Poor,Sports,54,47,43,50,71,64,54.83,5.48,Yes,77.3,30000,7934,22066,24,No,Good,Yes,7.6,31,7
S2551,Riya Bose,Other,16,2009-08-04,12,D,Chennai,Primary,Average,None,Kinesthetic,Good,NCC,97,30,27,96,77,61,64.67,6.47,No,84.0,100000,52477,47523,8,No,Average,Yes,2.2,21,9
S2552,Riya Mehta,Other,16,2009-02-10,12,B,Mumbai,Secondary,Poor,None,Visual,Good,NSS,55,60,83,41,62,87,64.67,6.47,Yes,80.2,40000,16921,23079,22,No,Average,Yes,7.0,45,1
S2553,Riya Mehta,Male,14,2011-01-25,9,C,Nagpur,Postgraduate,Excellent,Tablet,Reading/Writing,Excellent,Debate,44,63,77,39,32,97,58.67,5.87,No,94.7,40000,35787,4213,27,Yes,Average,No,1.8,11,9
S2554,Rohit Verma,Female,15,2010-07-20,9,B,Pune,Postgraduate,Good,None,Reading/Writing,Good,Sports,34,66,90,24,76,54,57.33,5.73,No,81.3,40000,23349,16651,24,Yes,Good,Yes,1.8,22,9
S2555,Vihaan Khandelwal,Male,15,2010-10-03,10,A,Bengaluru,Secondary,Good,Phone,Kinesthetic,Good,Robotics,42,61,38,35,81,87,57.33,5.73,Yes,81.6,30000,12959,17041,13,No,Good,Yes,2.0,37,10
S2556,Sana Verma,Male,18,2007-09-17,10,D,Pune,Primary,Excellent,Phone,Kinesthetic,Poor,Dance,46,49,95,97,97,68,75.33,7.53,Yes,90.3,60000,19880,40120,25,Yes,Good,No,2.9,32,4
S2557,Krisha Nair,Male,19,2006-10-13,12,C,Hyderabad,Secondary,Average,Phone,Auditory,Excellent,None,32,55,51,36,95,66,55.83,5.58,No,95.3,50000,49655,345,25,Yes,Poor,Yes,1.4,39,10
S2558,Karan Kumar,Female,18,2007-01-21,10,A,Mumbai,Secondary,Poor,Laptop,Visual,Excellent,None,38,59,33,39,41,42,42.0,4.2,Yes,58.1,30000,2034,27966,8,No,Good,No,9.3,47,0
S2559,Siddharth Sharma,Other,19,2006-01-20,10,C,Kolkata,Secondary,Average,Tablet,Kinesthetic,Poor,NSS,88,37,54,50,81,90,66.67,6.67,Yes,51.4,50000,40829,9171,29,Yes,Average,No,3.4,19,2
S2560,Priya Singh,Male,16,2009-08-29,9,A,Pune,Graduate,Good,Tablet,Auditory,Good,Coding,31,43,49,85,28,47,47.17,4.72,No,74.0,30000,25836,4164,15,No,Poor,No,8.2,15,6
S2561,Aarav Malhotra,Female,19,2006-10-16,9,D,Chennai,None,Average,Phone,Reading/Writing,Excellent,Music,56,41,91,31,73,66,59.67,5.97,No,50.3,40000,11685,28315,23,No,Poor,No,3.3,49,6
S2562,Priya Mehta,Male,18,2007-04-22,12,C,Chennai,Secondary,Excellent,Tablet,Visual,Excellent,Sports,60,46,71,41,96,59,62.17,6.22,Yes,94.8,40000,1330,38670,21,Yes,Poor,Yes,8.3,32,4
S2563,Vihaan Sharma,Female,15,2010-05-05,10,B,Delhi,Secondary,Poor,None,Reading/Writing,Good,Sports,91,75,63,56,26,81,65.33,6.53,No,73.9,100000,9508,90492,24,Yes,Poor,No,6.9,36,1
S2564,Aditya Mehta,Other,14,2010-12-29,9,E,Delhi,Secondary,Average,None,Reading/Writing,Average,Robotics,47,39,29,27,55,98,49.17,4.92,No,71.3,80000,18118,61882,4,No,Good,Yes,2.8,37,10
S2565,Vihaan Khanna,Male,14,2011-05-19,10,D,Nagpur,Secondary,Good,Tablet,Reading/Writing,Excellent,Drama,76,27,99,65,60,42,61.5,6.15,No,90.8,80000,7399,72601,25,No,Poor,No,2.7,19,0
S2566,Karan Shah,Other,17,2008-07-23,9,C,Delhi,Secondary,Good,Tablet,Kinesthetic,Excellent,None,43,91,51,41,92,44,60.33,6.03,Yes,76.7,50000,12380,37620,9,No,Poor,No,2.1,21,7
S2567,Aisha Shah,Other,18,2007-08-11,12,C,Chennai,None,Good,Tablet,Reading/Writing,Excellent,None,70,57,44,20,76,84,58.5,5.85,No,80.6,50000,19650,30350,11,No,Poor,No,4.0,48,0
S2568,Sana Kapoor,Other,16,2009-02-15,9,A,Hyderabad,Postgraduate,Good,None,Visual,Average,Music,49,42,34,84,66,36,51.83,5.18,Yes,62.2,50000,43845,6155,24,Yes,Poor,No,1.6,15,0
S2569,Neha Bhatia,Other,18,2007-06-22,11,A,Chennai,None,Excellent,Phone,Auditory,Good,Coding,63,98,82,24,64,48,63.17,6.32,No,82.6,80000,36589,43411,3,No,Good,Yes,4.2,48,2
S2570,Neha Chopra,Other,19,2006-01-17,11,B,Kolkata,None,Poor,Laptop,Kinesthetic,Average,None,74,64,91,46,72,59,67.67,6.77,Yes,58.7,60000,36904,23096,15,Yes,Good,Yes,3.4,35,7
S2571,Vihaan Mehta,Female,18,2007-10-06,12,C,Bengaluru,Graduate,Excellent,Phone,Reading/Writing,Average,Sports,56,24,64,23,80,84,55.17,5.52,No,96.7,40000,32350,7650,6,Yes,Poor,No,5.6,46,10
S2572,Kavya Malhotra,Female,16,2009-08-04,12,E,Hyderabad,Postgraduate,Good,None,Reading/Writing,Good,Debate,96,83,95,53,44,89,76.67,7.67,Yes,87.7,80000,7883,72117,15,No,Poor,Yes,3.6,46,5
S2573,Krisha Sharma,Other,14,2010-12-29,10,A,Delhi,Primary,Average,None,Visual,Excellent,Debate,48,57,90,94,89,40,69.67,6.97,Yes,97.7,80000,15009,64991,14,No,Good,Yes,2.0,44,1
S2574,Sana Kapoor,Female,19,2006-11-17,11,D,Bengaluru,Postgraduate,Good,Phone,Auditory,Average,Sports,37,49,48,42,37,69,47.0,4.7,Yes,76.1,100000,14177,85823,1,Yes,Good,Yes,8.1,16,5
S2575,Vivaan Kumar,Female,19,2006-09-05,10,C,Hyderabad,Primary,Poor,Phone,Auditory,Poor,None,90,92,55,87,41,43,68.0,6.8,Yes,58.0,30000,17361,12639,27,Yes,Poor,Yes,6.3,43,7
S2576,Siddharth Gupta,Male,14,2011-08-06,11,D,Hyderabad,Secondary,Average,Phone,Reading/Writing,Average,NCC,28,39,57,44,89,40,49.5,4.95,No,92.7,30000,22300,7700,3,No,Poor,No,5.4,14,2
S2577,Kavya Mehta,Female,18,2007-06-02,10,A,Delhi,Postgraduate,Average,Phone,Reading/Writing,Poor,Sports,74,87,99,23,70,67,70.0,7.0,No,66.7,50000,44631,5369,17,No,Average,No,2.1,45,7
S2578,Kavya Bose,Female,18,2007-05-14,10,B,Bengaluru,None,Poor,Laptop,Kinesthetic,Average,Robotics,20,62,35,21,98,96,55.33,5.53,No,80.4,50000,36371,13629,14,Yes,Poor,No,8.0,20,3
S2579,Ritika Khandelwal,Male,15,2010-11-08,11,C,Pune,Graduate,Poor,Laptop,Kinesthetic,Poor,Debate,61,92,71,77,77,69,74.5,7.45,Yes,96.5,30000,1748,28252,21,Yes,Good,Yes,2.8,32,9
S2580,Tanvi Kumar,Other,19,2006-01-14,11,A,Bengaluru,Secondary,Good,None,Auditory,Excellent,Drama,55,88,28,86,26,74,59.5,5.95,No,65.3,40000,928,39072,2,Yes,Good,Yes,5.1,38,8
S2581,Siddharth Reddy,Female,19,2006-09-06,9,D,Mumbai,Postgraduate,Poor,None,Reading/Writing,Good,Drama,83,73,48,40,63,64,61.83,6.18,Yes,74.2,60000,48924,11076,27,Yes,Average,Yes,9.8,36,4
S2582,Vihaan Sharma,Female,16,2009-06-03,9,D,Hyderabad,Graduate,Average,Phone,Visual,Excellent,None,37,30,96,89,82,59,65.5,6.55,No,97.2,100000,64822,35178,1,No,Good,No,9.5,10,8
S2583,Siddharth Joshi,Other,18,2007-01-24,11,D,Kolkata,Secondary,Average,Phone,Auditory,Good,Dance,37,56,52,33,99,62,56.5,5.65,Yes,82.7,80000,55148,24852,28,Yes,Average,Yes,1.8,36,10
S2584,Krisha Kumar,Female,15,2009-12-25,11,D,Nagpur,None,Average,Tablet,Visual,Average,Dance,47,60,68,47,66,80,61.33,6.13,Yes,85.4,40000,24870,15130,8,Yes,Poor,No,9.8,23,6
S2585,Kavya Bose,Other,19,2006-02-14,9,D,Chennai,Secondary,Excellent,None,Visual,Good,Coding,50,86,30,26,95,50,56.17,5.62,No,72.5,40000,2374,37626,27,Yes,Average,No,8.2,34,6
S2586,Siddharth Chopra,Female,14,2011-10-30,12,D,Mumbai,Secondary,Poor,None,Visual,Good,Drama,62,90,50,90,94,39,70.83,7.08,Yes,61.2,30000,29049,951,23,No,Poor,No,10.0,16,6
S2587,Neha Verma,Female,17,2008-05-06,11,B,Nagpur,Secondary,Average,None,Auditory,Average,Music,65,85,86,24,38,98,66.0,6.6,No,63.3,100000,87240,12760,27,No,Average,No,4.6,28,9
S2588,Siddharth Patel,Male,16,2008-12-31,9,E,Pune,Graduate,Good,Tablet,Auditory,Excellent,Sports,89,73,99,34,57,36,64.67,6.47,Yes,79.0,50000,44601,5399,16,Yes,Average,Yes,7.8,30,5
